s57code|osm_attr|s57enum|osm_str
1|agency
2|shape|1|stake|2|withy|3|tower|4|lattice|5|pile|6|cairn|7|buoyant|1|pole|1|perch|1|post
3|shape|1|non-specific|2|tower|3|spire|4|cupola|5|high-rise|6|pyramid|7|cylindrical|8|spherical|9|cubic
4|shape|1|conical|2|can|3|spherical|4|pillar|5|spar|6|barrel|7|super-buoy|8|ice_buoy
5|depth_buried
6|callsign
7|category|1|military|2|civil|3|military_heliport|4|civil_heliport|5|glider|6|small_planes|8|emergency
8|category|1|unrestricted|2|deep_water|3|tanker|4|explosives|5|quarantine|6|seaplane|7|small_craft|8|small_craft_mooring|9|24_hour|10|limited_period
9|category|1|fixed|2|opening|3|swing|4|lifting|5|bascule|6|pontoon|7|drawbridge|8|transporter|9|footbridge|10|viaduct|11|aqueduct|12|suspension
10|category|1|urban|2|settlement|3|village|4|town|5|city|6|holiday_village
11|category|1|power|2|telecom|3|transmission|4|telephone|5|telegraph|6|mooring|7|optical|8|ferry
12|category|1|transportation|2|drainage|3|irrigation
13|category|1|north|2|east|3|south|4|west
14|category|1|custom|2|border
15|category|1|steep|2|flat|3|sandy|4|stony|5|shingly|6|glacier|7|mangrove|8|marshy|9|coral_reef|10|ice|11|shelly
16|category|1|triangulation|2|observation|3|fixed|4|benchmark|5|boundary|6|horizontal_main|7|horizontal_secondary
17|category|1|aerial|2|belt
18|category|1|coverage|2|no_coverage
19|category|1|non-specific|2|container|3|sheerlegs|4|travelling|5|a-frame
20|category|1|weir|2|dam|3|flood_barrage
21|category|1|not_installed|2|pole|3|board|4|unknown_shape
22|category|1|tidal|2|non-tidal
23|category|1|general|2|chemical|3|nuclear|4|explosives|5|spoil|6|vessel
24|category|1|fence|2|muir|3|hedge|4|wall
25|category|1|free|2|cable|3|ice|4|swinging_wire_ferry
26|category|1|stake|2|trap|3|weir|4|tunny
27|category|1|explosive|2|diaphone|3|siren|4|nautophone|5|reed|6|tyfon|7|bell|8|whistle|9|gong|10|horn
28|category|1|castle|2|fort|3|battery|4|blockhouse|5|martello_tower|6|redoubt
29|category|1|general|2|flood_barrage|3|caisson|4|lock|5|dyke|6|sluice
30|category|1|roro|2|timber|3|ferry|4|fishing|5|yacht|6|naval|7|tanker|8|passenger|9|shipyard|10|container|11|bulk|12|syncrolift|13|straddle_carrier|14|marina|16|service_repair|17|quarantine|18|marina_no_facilities
31|category|1|floating_restaurant|2|historic|3|museum|4|accommodation|5|floating_breakwater|6|casino_boat
32|category|1|fast|2|sea|3|growler|4|pancake|5|glacier|6|peak|7|pack|8|polar
33|category|1|calm|2|sbm
34|category|1|fen|2|marsh|3|bog|4|heathland|5|mountain|6|lowlands|7|canyon|8|paddy|9|agricultural|10|savanna|11|parkland|12|swamp|13|landslide|14|lava|15|salt_pan|16|moraine|17|crater|18|cave|19|rock_pinnacle|20|cay
35|category|1|cairn|2|cemetery|3|chimney|4|dish_aerial|5|flagstaff|6|flare_stack|7|mast|8|windsock|9|monument|10|column|11|memorial|12|obelisk|13|statue|14|cross|15|dome|16|radar_scanner|17|tower|18|windmill|19|windmotor|20|spire|21|boulder|22|minaret|23|water_tower
36|category|1|port|2|starboard|3|preferred_channel_starboard|4|preferred_channel_port|5|waterway_left|6|waterway_right|7|channel_left|8|channel_right|9|waterway_separation|10|channel_separation|11|channel_right_bank|12|channel_left_bank|13|crossover_right|14|crossover_left|15|danger_right|16|danger_left|17|turnoff_right|18|turnoff_left|19|junction_right|20|junction_left|21|harbour_right|22|harbour_left|23|bridge_pier
37|category|1|directional|4|leading|5|aero|6|air_obstruction|7|fog_detector|8|floodlight|9|strip_light|10|subsidiary|11|spotlight|12|front|13|rear|14|lower|15|upper|16|moire|17|emergency|18|bearing|19|horizontal|20|vertical
38|category|1|crustaceans|2|oysters_mussels|3|fish|4|seaweed|5|pearl_culture
39|category|1|practice|2|torpedo|3|submarine|4|firing|5|mine-laying|6|small_arms
40|category|1|dolphin|2|deviation_dolphin|3|bollard|4|wall|5|pile|6|chain|7|buoy|8|shore_ropes|9|automatic|10|post|11|wire|12|cable
41|category|1|clearing|2|transit|3|leading
42|category|1|stump|2|wellhead|3|diffuser|4|crib|5|fish_haven|6|foul_area|7|foul_ground|8|ice_boom|9|ground_tackle|10|boom
43|category|1|oil|2|production|3|observation|4|alp|5|salm|6|mooring|7|artificial_island|8|fpso|9|accommodation|10|nccb
44|category|1|retention|2|floating
45|category|1|stake|2|snag|3|post|4|tripodal
46|category|1|cruising_vessel|2|helicopter|3|from_shore
47|category|2|outfall|3|intake|4|sewer|5|bubbler|6|supply
48|category|1|quarry|2|mine|3|stockpile|4|power_station|5|refinery|6|timber_yard|7|factory|8|tank_farm|9|wind_farm|10|slag
49|category|1|power|2|telecom|3|aerial|4|bridge|5|bridge_pier
50|category|1|a|2|b|3|c|4|d|5|e|6|not_evaluated
51|category|1|surveillance|2|coast
52|category|1|ramark|2|racon|3|leading
53|category|1|omnidirectional|2|directional|3|rotating_pattern|4|consol|5|rdf|6|qtg|7|aeronautical|8|decca|9|loran|10|dgps|11|toran|12|omega|13|syledis|14|chaika
54|category|1|fixed_marks|2|no_fixed_marks
55|category|1|lifeboat|2|rocket|3|lifeboat_rocket|4|refuge_shipwrecked|5|refuge_intertidal|6|lifeboat_on_mooring|7|radio|8|first_aid
56|category|1|safety|2|no_anchoring|3|no_fishing|4|nature_reserve|5|bird_sanctuary|6|game_reserve|7|seal_sanctuary|8|degaussing_range|9|military|10|historic_wreck|11|inshore_traffic|12|navigational_aid_safety|13|stranding_danger|14|minefield|15|no_diving|16|to_be_avoided|17|prohibited|18|swimming|19|waiting|20|research|21|dredging|22|fish_sanctuary|23|ecological_reserve|24|no_wake|25|swinging|26|water_skiing
57|category|1|motorway|2|major_road|3|minor_road|4|track|5|major_street|6|minor_street|7|crossing|8|path
58|category|1|aeroplane|2|helicopter
59|category|1|general|2|gat|3|bank|4|deep|5|bay|6|trench|7|basin|8|mud_flats|9|reef|10|ledge|11|canyon|12|narrows|13|shoal|14|knoll|15|ridge|16|seamount|17|pinnacle|18|abyssal_plain|19|plateau|20|spur|21|shelf|22|trough|23|saddle|24|abyssal_hills|25|apron|26|archipelagic_apron|27|borderland|28|continental_margin|29|continental_rise|30|escarpment|31|fan|32|fracture_zone|33|gap|34|guyot|35|hill|36|hole|37|levee|38|median valley|39|moat|40|mountains|41|peak|42|province|43|rise|44|sea channel|45|seamount chain|46|shelf-edge|47|sill|48|slope|49|terrace|50|valley|51|canal|52|lake|53|river|54|reach
60|category|1|breakwater|2|groyne|3|mole|4|pier|5|promenade_pier|6|wharf|7|training_wall|8|rip_rap|9|revetment|10|sea_wall|11|landing_steps|12|ramp|13|slipway|14|fender|15|solid_face_wharf|16|open_face_wharf|17|log_ramp|18|lock_wall
61|category|1|port_control|2|port_entry_departure|3|ipt|4|berthing|5|dock|6|lock|7|flood_barrage|8|bridge_passage|9|dredging|10|traffic_control_light
62|category|1|danger|2|maritime_obstruction|3|cable|4|military|5|distress|6|weather|7|storm|8|ice|9|time|10|tide|11|tidal_stream|12|tide_gauge|13|tide_scale|14|diving|15|water_level_gauge|16|vertical_clearance|18|depth
63|category|1|silo|2|tank|3|grain_elevator|4|water_tower
64|category|1|cutting|2|embankment|3|dune|4|hill|5|pingo|6|cliff|7|scree
65|category|1|visitor_berth|2|nautical_club|3|boat_hoist|4|sailmaker|5|boatyard|6|public_inn|7|restaurant|8|chandler|9|provisions|10|doctor|11|pharmacy|12|water_tap|13|fuel_station|14|electricity|15|bottle_gas|16|showers|17|laundrette|18|toilets|19|post_box|20|telephone|21|refuse_bin|22|car_park|23|boats_trailers_park|24|caravan_site|25|camping_site|26|pump-out|27|emergency_telephone|28|slipway|29|visitors_mooring|30|scrubbing_berth|31|picnic_area|32|mechanics_workshop|33|security_service
66|category|1|firing_danger_area|2|target|3|marker_ship|4|degaussing_range|5|barge|6|cable|7|spoil_ground|8|outfall|9|odas|10|recording|11|seaplane_anchorage|12|recreation_zone|13|private|14|mooring|15|lanby|16|leading|17|measured_distance|18|notice|19|tss|20|no_anchoring|21|no_berthing|22|no_overtaking|23|no_two-way_traffic|24|reduced_wake|25|speed_limit|26|stop|27|warning|28|sound_ship_siren|29|restricted_vertical_clearance|30|maximum_vessel_draught|31|restricted_horizontal_clearance|32|strong_current|33|berthing|34|overhead_power_cable|35|channel_edge_gradient|36|telephone|37|ferry_crossing|38|marine_traffic_lights|39|pipeline|40|anchorage|41|clearing|42|control|43|diving|44|refuge_beacon|45|foul_ground|46|yachting|47|heliport|48|gps|49|seaplane_landing|50|no_entry|51|work_in_progress|52|unknown_purpose|53|wellhead|54|channel_separation|55|marine_farm|56|artificial_reef, 
67|category|1|imo_adopted|2|not_imo_adopted
68|category|1|grass|2|paddy|3|bush|4|deciduous_wood|5|coniferous_wood|6|wood|7|mangroves|8|park|9|parkland|10|mixed_crops|11|reed|12|moss|13|tree|14|evergreen_tree|15|coniferous_tree|16|palm_tree|17|nipa_palm_tree|18|casuarina_tree|19|eucalypt_tree|20|deciduous_tree|21|mangrove_tree|22|filao_tree
69|category|1|breakers|2|eddies|3|overfalls|4|tide_rips|5|bombora
70|category|1|kelp|2|sea_weed|3|sea_grass|4|saragasso
71|category|1|non-dangerous|2|dangerous|3|distributed_remains|4|mast_showing|5|hull_showing
72|category|1|a1|2|a2|3|b|4|c|5|d|6|u
75|colour|1|white|2|black|3|red|4|green|5|blue|6|yellow|7|grey|8|brown|9|amber|10|violet|11|orange|12|magenta|13|pink
76|colour_pattern|1|horizontal|2|vertical|3|diagonal|4|squared|5|stripes|6|border|7|cross|8|saltire
77|channel
81|condition|1|under_construction|2|ruined|3|under_reclamation|4|wingless|5|planned_construction
82|reflectivity|1|conspicuous|2|not_conspicuous|3|reflector
83|conspicuity|1|conspicuous|2|not_conspicuous
84|velocity
85|end_date
86|start_date
87|minimum_depth
88|maximum_depth
89|depth_units|1|metres|2|fathoms_feet|3|fathoms|4|fathoms_fractions
90|elevation
91|estimated_range
92|exhibition|1|24h|2|day|3|fog|4|night|5|warning|6|storm
93|exposition|1|within|2|shoaler|3|deeper
94|function|2|harbour-master|3|customs|4|health|5|hospital|6|post_office|7|hotel|8|railway_station|9|police_station|10|water-police_station|11|pilot_office|12|pilot_lookout|13|bank|14|district_control|15|transit_shed|16|factory|17|power_station|18|administrative|19|educational|20|church|21|chapel|22|temple|23|pagoda|24|shinto_shrine|25|buddhist_temple|26|mosque|27|marabout|28|lookout|29|communication|30|television|31|radio|32|radar|33|light_support|34|microwave|35|cooling|36|observation|37|time_ball|38|clock|39|control|40|airship_mooring|41|stadium|42|bus_station
95|height
96|height_units|1|metres|2|feet|3|kilometres|4|hectometres|5|statute_miles|6|nautical_miles
97|accuracy
98|clearance
99|length
100|width
101|factor
102|information
103|jurisdiction|1|international|2|national|3|national_sub-division
106|maximum_load
107|character|1|F|2|Fl|3|LFl|4|Q|5|VQ|6|UQ|7|Iso|8|Oc|9|IQ|10|IVQ|11|IUQ|12|Mo|13|FFl|14|FlLFl|15|OcFl|16|FLFl|17|Al.Oc|18|Al.LFl|19|Al.Fl|20|Al.Gr|25|Q+LFl|26|VQ+LFl|27|UQ+LFl|28|Al|29|Al.FFl
108|visibility|1|high|2|low|3|faint|4|intensified|5|unintensified|6|restricted|7|obscured|8|part_obscured
109|system|1|iala-a|2|iala-b|9|none|10|other|11|cevni|12|riwr|13|bniwr2|14|bniwr|15|ppwbc
110|multiple
111|nationality
112|construction|1|masonry|2|concreted|3|loose_boulders|4|hard-surfaced|5|unsurfaced|6|wooden|7|metal|8|grp|9|painted
113|surface|1|mud|2|clay|3|silt|4|sand|5|stone|6|gravel|7|pebbles|8|cobbles|9|rock|11|lava|14|coral|17|shells|18|boulder
114|surface_qualification|1|fine|2|medium|3|coarse|4|broken|5|sticky|6|soft|7|stiff|8|volcanic|9|calcareous|10|hard
115|nm_date
116|name
117|orientation
118|end_date
119|start_date
120|representation
121|pilot_district
122|producing_country
123|product|1|oil|2|gas|3|water|4|stone|5|coal|6|ore|7|chemicals|8|drinking_water|9|milk|10|bauxite|11|coke|12|iron_ingots|13|salt|14|sand|15|timber|16|sawdust|17|scrap|18|lng|19|lpg|20|wine|21|cement|22|grain
124|reference
125|quality|1|known|2|unknown|3|doubtful|4|unreliable|5|no_bottom_found|6|least_known|7|least_unknown|8|not_surveyed|9|not_confirmed|10|maintained|11|not_maintained
126|wavelength
127|radius
128|date
129|indication
130|year
131|restriction|1|no_anchoring|2|restricted_anchoring|3|no_fishing|4|restricted_fishing|5|no_trawling|6|restricted_trawling|7|no_entry|8|restricted_entry|9|no_dredging|10|restricted_dredging|11|no_diving|12|restricted_diving|13|no_wake|14|to_be_avoided|15|no_construction|16|no_discharging|17|restricted_discharging|18|no_ exploration_development|19|restricted_exploration_development|20|no_drilling|21|restricted_drilling|22|no_historical_artifacts_removal|23|no_lightering|24|no_dragging|25|no_stopping|26|no_landing|27|restricted_speed|28|overtaking prohibited|29|overtaking of convoys by convoys prohibited|30|passing or overtaking prohibited|31|berthing prohibited|32|berthing restricted|33|making fast prohibited|34|making fast restricted|35|turning prohibited|36|restricted fairway depth
136|sector_start
137|sector_end
138|shift
139|frequency
140|generation|1|automatic|2|wave|3|hand|4|wind
141|group
142|period
143|sequence
144|accuracy
145|maximum_sounding
146|minimum_sounding
147|source_date
148|source
149|status|1|permanent|2|occasional|3|recommended|4|not_in_use|5|intermittent|6|reserved|7|tempory|8|private|9|mandatory|11|extinguished|12|illuminated|13|historic|14|public|15|synchronised|16|watched|17|unwatched|18|existence_doubtful|19|on_request|20|drop_away|21|rising|22|increasing|23|decreasing|24|strong|25|good|26|moderately|27|poor
150|authority
151|end_date
152|start_date
153|survey|1|sketch|2|controlled|4|examination|5|passage|6|remote
156|technique|1|echo-sounder|2|side-scan_sonar|3|multi-beam|4|diver|5|lead-line|6|wire-drag|7|laser|8|vertical_acoustic|9|electromagnetic|10|photogrammetry|11|satellite|12|levelling|13|side-scan_sonar|14|computer
158|description
168|end_time
169|start_time
171|shape|1|cone, point up|2|cone, point down|3|sphere|4|2 spheres|5|cylinder|6|board|7|x-shape|8|cross|9|cube, point up|10|2 cones point together|11|2 cones base together|12|rhombus|13|2 cones up|14|2 cones down|15|besom, point up|16|besom, point down|17|flag|18|sphere over rhombus|19|square|20|rectangle, horizontal|21|rectangle, vertical|22|trapezium, up|23|trapezium, down|24|triangle, point up|25|triangle, point down|26|circle|27|2 upright crosses|28|t-shape|29|triangle, point up over circle|30|upright cross over circle|31|rhombus over circle|32|circle over triangle, point up|33|other
172|flow|1|inbound|2|outbbound|3|one-way|4|two-way
173|variation_change
174|depth
175|anomaly
176|variation
177|maximum_range
178|range
179|sounding
180|vertical_accuracy
181|clearance_height
182|clearance_height_closed
183|clearance_height_open
184|clearance_height_safe
185|vertical_datum
186|vertical_length
187|water_level|1|part-submerged|2|dry|3|submerged|4|covers|5|awash|6|floods|7|floating|8|above_mwl|9|below_mwl
188|category|1|flood|2|ebb|3|other
189|units|1|metres|2|degrees|3|millimetres|4|feet|5|cables
